#{"t_start": 1779788540.488714, "env_id": "Blackjack4game-v1"}
r,l,t
0.0,2,2.360682
0.911254,3,2.364311
0.0,4,2.369192
0.0,3,2.371981
1.0,2,2.374075
-1.0,2,2.376616
0.0,3,2.380764
-1.0,5,2.387479
-0.485611,3,2.390574
0.0,4,2.394434
0.0,4,2.398471
0.0,5,2.405125
0.0,4,2.411117
-1.0,5,2.417667
-0.924256,3,2.421286
0.0,3,2.424949
-1.0,6,2.43419
-0.034651,3,2.437448
-0.214758,3,2.440186
-1.0,3,2.442935
0.0,5,2.448233
0.640265,4,2.454584
0.0,3,2.459266
0.0,4,2.464379
-1.0,3,2.467566
0.0,3,2.470882
-0.564804,4,2.474654
-1.412741,2,2.476504
-0.313767,3,2.479641
0.0,3,2.482845
-0.901292,3,2.486015
-0.143099,4,2.490108
-1.0,4,2.494448
1.0,3,2.497453
0.0,2,2.499579
0.0,3,2.503158
0.0,4,2.507713
0.0,2,2.509668
-0.647719,3,2.5128
-0.234813,3,2.516213
0.0,4,2.520228
1.5,2,2.522447
-1.0,2,2.524756
-0.142864,2,2.52721
-0.094843,4,2.534256
-0.751531,3,2.539934
-1.0,5,2.548369
-1.0,5,2.553824
0.0,3,2.557146
0.042039,3,2.561673
-1.0,4,2.568042
0.0,3,2.572334
0.0,2,2.574739
0.0,4,2.578711
0.204121,2,2.58076
-1.0,4,2.584852
-1.0,3,2.58776
0.0,4,2.591355
0.0,2,2.59334
-0.820486,3,2.597253
0.0,4,2.601655
0.0,4,2.605843
0.0,3,2.608762
0.0,3,2.611557
0.0,2,2.613349
0.26662,4,2.616775
1.0,3,2.619664
0.0,3,2.62231
0.0,3,2.624997
0.0,3,2.627928
-0.466475,3,2.63068
-0.015645,3,2.634312
-1.0,4,2.63869
-1.0,4,2.642916
-0.914167,4,2.647053
1.0,3,2.650289
0.0,2,2.652331
0.0,3,2.6553
-0.002438,2,2.657124
0.216143,3,2.66105
0.0,4,2.666084
0.0,4,2.670166
0.199901,2,2.672377
0.0,2,2.674368
-1.0,4,2.67819
0.0,2,2.680098
-0.828882,3,2.682874
-1.0,4,2.687052
0.0,2,2.689553
0.0,4,2.693584
0.0,4,2.697301
0.0,3,2.700502
0.675599,4,2.705524
0.0,3,2.709681
-0.151027,4,2.714143
0.0,2,2.716738
0.0,5,2.722406
0.0,2,2.724413
0.0,4,2.727861
-0.149977,3,2.730602
0.0,3,2.733451
-0.984141,3,2.736503
0.0,2,2.738333
0.0,3,2.740873
0.0,5,2.745069
-0.302868,4,2.748364
0.0,3,2.751042
0.0,3,2.753554
1.0,2,2.755417
0.839575,4,2.759329
0.0,3,2.762019
0.0,3,2.765038
-0.245354,3,2.767857
0.0,5,2.772094
0.0,2,2.773767
0.0,3,2.776314
-0.693681,3,2.778938
0.0,4,2.782308
0.0,2,2.78396
0.0,4,2.787344
-1.0,3,2.789916
0.0,3,2.792429
0.0,3,2.794959
0.0,3,2.797516
-0.277148,3,2.80018
-0.449676,4,2.80376
-0.274787,3,2.80651
0.0,3,2.809902
0.0,3,2.813346
1.0,4,2.817864
-0.351496,6,2.825456
0.0,3,2.828958
1.0,3,2.832101
0.0,4,2.836442
1.0,3,2.839378
0.0,2,2.841582
-1.0,4,2.84609
1.0,3,2.849741
0.0,4,2.853523
0.0,3,2.856586
0.919216,4,2.862301
0.0,2,2.865222
0.0,4,2.870215
0.395339,2,2.872885
-0.064576,3,2.877141
0.755423,4,2.882148
-0.486003,3,2.885993
0.0,2,2.888933
0.0,3,2.893495
0.0,3,2.897696
-0.431976,3,2.90204
0.0,4,2.906888
0.375988,4,2.911005
0.0,3,2.915508
0.039955,2,2.918445
-0.97049,4,2.923358
0.0,3,2.927409
0.0,3,2.931818
-0.100947,3,2.936041
-0.786245,6,2.944725
0.0,4,2.950676
-1.218942,2,2.953161
-0.996884,3,2.95696
0.0,2,2.959747
1.0,4,2.964082
0.0,4,2.968423
0.0,3,2.97141
0.0,3,2.974494
0.0,2,2.976753
0.0,2,2.979195
-0.224776,4,2.983665
-0.646715,4,2.987628
1.003524,2,2.990044
0.156126,3,2.992908
0.0,3,2.996448
1.0,3,2.999369
0.0,4,3.003561
-0.888307,3,3.006528
-1.0,3,3.009865
-0.087927,3,3.012963
0.0,4,3.016988
0.0,3,3.020102
-1.0,3,3.02327
0.0,2,3.025597
0.277985,2,3.027657
0.0,3,3.031021
-1.0,3,3.034189
0.0,3,3.037378
-0.423822,3,3.04036
0.0,3,3.04314
-0.457764,3,3.045861
-0.12548,5,3.051257
-1.0,5,3.056
-0.46019,5,3.060524
-1.0,4,3.064249
-1.0,4,3.068289
0.0,3,3.071128
-0.521925,3,3.073838
-0.215085,3,3.076461
0.156294,2,3.078231
0.100602,4,3.082522
0.0,3,3.085961
0.0,6,3.092986
0.0,2,3.096505
0.0,5,3.106263
-0.174075,4,3.112519
0.32784,4,3.119038
-1.0,2,3.122356
-0.278007,3,3.127238
1.063476,2,3.13011
0.0,2,3.13342
-0.988651,3,3.13902
0.0,3,3.143137
0.0,2,3.14513
1.0,2,3.147274
0.0,4,3.151364
-1.0,3,3.154201
-0.782013,3,3.157005
-0.78866,2,3.158852
-1.0,4,3.162766
0.0,3,3.165715
-1.0,4,3.211372
0.0,4,3.214757
-1.0,2,3.216508
0.0,3,3.219039
-1.0,3,3.221454
0.0,3,3.224004
1.273762,2,3.225662
-0.568927,5,3.229889
0.0,2,3.231582
0.968921,3,3.234414
0.0,3,3.237039
-0.508523,3,3.239546
-0.461554,3,3.242065
-0.39582,3,3.244587
0.0,2,3.246237
0.0,2,3.247963
-1.0,4,3.251749
0.0,3,3.254566
0.0,3,3.257191
0.0,4,3.260746
0.293585,2,3.262626
-0.130731,2,3.264496
0.0,2,3.266421
1.5,2,3.268184
0.0,4,3.271648
0.0,2,3.27349
0.0,2,3.275344
0.0,2,3.277045
1.5,2,3.279128
0.005984,3,3.282187
-0.582296,3,3.284776
-0.658408,3,3.28752
0.0,5,3.292856
-0.527198,3,3.296104
-1.0,3,3.29873
0.0,2,3.300484
0.0,2,3.302241
0.0,3,3.304821
-1.0,3,3.307864
0.0,3,3.310762
0.0,4,3.314391
0.4363,3,3.317207
0.0,4,3.321134
1.5,2,3.323104
1.0,4,3.32671
0.0,2,3.32846
0.518979,3,3.331
-0.630889,4,3.33462
-0.549792,5,3.338878
-0.293967,3,3.341495
0.0,3,3.344059
0.0,3,3.3466
0.0,3,3.349145
-0.267627,4,3.352751
0.0,3,3.355263
0.0,4,3.358554
-0.702194,4,3.362077
-1.0,3,3.36464
-0.620951,6,3.369637
-0.710754,2,3.371372
-1.0,4,3.37464
0.74111,2,3.376529
0.0,3,3.37922
0.0,2,3.380879
-0.762182,3,3.38334
0.0,2,3.385053
0.890482,2,3.386697
0.367856,3,3.389125
-1.0,3,3.391614
0.0,4,3.394976
0.0,2,3.396608
0.0,3,3.399098
0.0,3,3.401532
0.0,4,3.404766
0.0,3,3.407192
-0.504363,3,3.409634
-0.716877,3,3.412101
0.0,3,3.41463
-0.7729,2,3.416266
0.0,3,3.418693
