#{"t_start": 1779789049.760507, "env_id": "Blackjack4game-v1"}
r,l,t
-0.436172,2,2.12197
0.0,4,2.125274
0.0,3,2.127836
-1.0,2,2.129518
1.0,2,2.131323
0.0,3,2.133842
-0.799511,3,2.136399
0.0,3,2.138937
-0.834462,2,2.140637
-0.165674,4,2.143943
-0.891676,4,2.147262
0.0,2,2.14896
0.912051,3,2.151483
0.0,4,2.154783
0.0,3,2.157318
1.0,2,2.159013
-1.0,2,2.160634
0.0,3,2.163109
-1.0,5,2.167605
-0.48605,3,2.170416
0.0,4,2.173651
0.0,4,2.176983
0.0,5,2.181051
0.0,4,2.184388
-1.0,5,2.18852
-0.925057,3,2.191113
0.0,3,2.193671
-1.0,6,2.198567
-0.03469,3,2.201108
-0.21496,3,2.204023
-1.0,3,2.207193
0.0,5,2.212496
0.64084,4,2.216063
0.0,3,2.218933
0.0,4,2.22284
-1.0,3,2.225872
0.0,3,2.228637
-0.565305,4,2.232266
-1.413928,2,2.233974
-0.314058,3,2.236415
0.0,3,2.238911
-0.902078,3,2.241467
-0.143253,4,2.24481
-1.0,4,2.248147
1.0,3,2.250708
0.0,2,2.252375
0.0,3,2.254899
0.0,4,2.258343
0.0,2,2.260229
-0.648282,3,2.262792
-0.235043,3,2.265258
0.0,4,2.268588
1.5,2,2.270262
-1.0,2,2.271889
-0.143029,2,2.273567
-0.09495,4,2.276843
-0.752201,3,2.279335
-1.0,5,2.283373
-1.0,5,2.28757
0.0,3,2.29007
0.042106,3,2.292818
-1.0,4,2.296093
0.0,3,2.298539
0.0,2,2.30022
0.0,4,2.303442
0.204277,2,2.305132
-1.0,4,2.308492
-1.0,3,2.310991
0.0,4,2.314272
0.0,2,2.316002
-0.8212,3,2.318493
0.0,4,2.321819
0.0,4,2.325063
0.0,3,2.327615
0.0,3,2.330086
0.0,2,2.33177
0.266871,4,2.335072
1.0,3,2.337607
0.0,3,2.340214
0.0,3,2.342689
0.0,3,2.345258
-0.466893,3,2.347754
-0.015699,3,2.350264
-1.0,4,2.353568
-1.0,4,2.356891
-0.914959,4,2.360222
1.0,3,2.362753
0.0,2,2.364449
0.0,3,2.366916
-0.002471,2,2.368587
0.216355,3,2.371074
0.0,4,2.374327
0.0,4,2.377645
0.200061,2,2.379318
0.0,2,2.381024
-1.0,4,2.384279
0.0,2,2.385953
-0.829613,3,2.38842
-1.0,4,2.391724
0.0,2,2.393384
0.0,4,2.396694
0.0,4,2.399935
0.0,3,2.402445
0.676192,4,2.405692
0.0,3,2.408185
-0.151185,4,2.411462
0.0,2,2.413112
0.0,5,2.417196
0.0,2,2.418876
0.0,4,2.422128
-0.150136,3,2.424647
0.0,3,2.427159
-0.984992,3,2.429608
0.0,2,2.431291
0.0,3,2.433769
0.0,5,2.437782
-0.30315,4,2.44106
0.0,3,2.443513
0.0,3,2.445857
1.0,2,2.447558
0.840305,4,2.450812
0.0,3,2.453328
0.0,3,2.455775
-0.245593,3,2.458301
0.0,5,2.462303
0.0,2,2.463985
0.0,3,2.466492
-0.694293,3,2.469016
0.0,4,2.472221
0.0,2,2.473904
0.0,4,2.477203
-1.0,3,2.479661
0.0,3,2.482206
0.0,3,2.484699
0.0,3,2.487199
-0.277405,3,2.489686
-0.450083,4,2.492947
-0.275047,3,2.495382
0.0,3,2.497887
0.0,3,2.500444
1.0,4,2.503766
-0.351793,6,2.508668
0.0,3,2.511525
1.0,3,2.514325
0.0,4,2.517766
1.0,3,2.520458
0.0,2,2.522133
-1.0,4,2.525477
1.0,3,2.528039
0.0,4,2.531363
0.0,3,2.533853
0.920028,4,2.537286
0.0,2,2.538957
0.0,4,2.54222
0.395663,2,2.543913
-0.064661,3,2.546435
0.756079,4,2.549708
-0.486439,3,2.552187
0.0,2,2.553906
0.0,3,2.556502
0.0,3,2.558992
-0.432365,3,2.561666
0.0,4,2.564884
0.376329,4,2.56815
0.0,3,2.570661
0.039979,2,2.572318
-0.971331,4,2.575557
0.0,3,2.578058
0.0,3,2.580527
-0.101059,3,2.582998
-0.78691,6,2.587819
0.0,4,2.591078
-1.220018,2,2.592786
-0.997749,3,2.595298
0.0,2,2.596917
1.0,4,2.600212
0.0,4,2.603455
0.0,3,2.605968
0.0,3,2.608534
0.0,2,2.610264
0.0,2,2.611956
-0.224995,4,2.615244
-0.647287,4,2.618515
1.004356,2,2.620166
0.156293,3,2.622667
0.0,3,2.625154
1.0,3,2.627639
0.0,4,2.630856
-0.889076,3,2.63337
-1.0,3,2.635921
-0.088021,3,2.638381
0.0,4,2.641636
0.0,3,2.644125
-1.0,3,2.646621
0.0,2,2.648289
0.278257,2,2.649883
0.0,3,2.652229
-1.0,3,2.654727
0.0,3,2.657262
-0.424214,3,2.659749
0.0,3,2.662173
-0.45817,3,2.664656
-0.12561,5,2.668646
-1.0,5,2.672742
-0.460615,5,2.676751
-1.0,4,2.68
-1.0,4,2.683204
0.0,3,2.685651
-0.522398,3,2.688118
-0.215308,3,2.690569
0.156456,2,2.692253
0.100708,4,2.695538
0.0,3,2.697994
0.0,6,2.70279
0.0,2,2.704464
0.0,5,2.708517
-0.174224,4,2.711782
0.328145,4,2.715038
