#{"t_start": 1779974866.181302, "env_id": "Blackjack4game-v1"}
r,l,t
0.0,3,1.827828
0.152594,2,1.829753
0.0,3,1.833572
-0.922553,5,1.840235
0.0,3,1.843294
-0.001331,4,1.847605
-0.723481,2,1.850463
0.0,3,1.854796
0.0,5,1.860795
0.0,3,1.864241
0.601475,3,1.868051
0.0,2,1.871003
1.168331,2,1.873148
1.0,2,1.875468
0.0,3,1.87863
0.798333,3,1.88151
0.0,3,1.885607
0.0,3,1.889097
0.0,3,1.892314
0.713867,3,1.895417
-0.07887,4,1.89971
0.20435,3,1.904086
0.0,3,1.907289
0.0,3,1.910252
0.0,2,1.912462
0.0,6,1.9198
0.0,4,1.924362
-0.058591,4,1.92867
0.0,4,1.933969
1.5,2,1.936618
-0.191036,5,1.941932
0.0,4,1.945963
-0.25922,2,1.947932
0.0,3,1.950941
-0.259786,2,1.953836
0.0,2,1.955875
0.0,4,1.959622
-0.073482,5,1.964012
0.0,3,1.966906
-1.0,3,1.969961
0.716302,2,1.972062
1.0,3,1.974993
0.0,4,1.97844
0.0,2,1.980685
0.0,3,1.983347
0.0,3,1.986315
0.0,3,1.989177
0.055261,2,1.991081
0.0,3,1.994226
0.0,3,1.996883
-1.0,4,2.000694
0.145971,4,2.004251
0.0,2,2.005968
0.0,2,2.008253
-1.0,4,2.01172
0.0,4,2.015577
0.0,4,2.019072
-0.228832,4,2.023066
-0.515352,2,2.024928
0.0,3,2.027571
-0.165217,3,2.030583
-0.659465,4,2.034048
-0.34232,4,2.038002
-0.391917,2,2.039738
0.0,2,2.041723
0.0,2,2.04373
0.0,5,2.048105
0.0,3,2.050959
0.0,2,2.053036
0.0,4,2.056899
0.0,5,2.061138
-0.839868,4,2.064903
0.679218,2,2.066715
-0.357845,3,2.069541
-0.961255,3,2.072396
0.0,2,2.07411
-0.980716,3,2.077048
0.0,6,2.082151
0.0,3,2.085203
0.49275,4,2.088586
-0.788946,3,2.091513
-0.293602,4,2.094864
-0.635485,4,2.098558
0.0,3,2.101205
-1.0,5,2.10605
1.5,2,2.155463
0.0,3,2.158453
0.0,3,2.161592
-0.207386,3,2.164273
0.0,3,2.167087
-0.479582,3,2.170015
-1.0,4,2.173491
0.0,3,2.176356
0.0,5,2.180583
0.0,2,2.182668
0.663534,4,2.186439
0.0,3,2.191506
0.0,4,2.198568
0.0,3,2.203757
0.0,4,2.30513
0.936304,4,2.309378
0.0,3,2.311908
0.0,4,2.315345
-0.275575,2,2.317115
-0.738251,3,2.319557
0.0,4,2.322984
-0.673048,2,2.324622
-0.101976,4,2.327929
0.0,4,2.331733
-1.0,6,2.33716
0.0,2,2.339468
-0.575427,2,2.342119
-0.861129,3,2.346024
-1.0,3,2.350039
-1.0,4,2.355539
0.0,2,2.35779
0.0,4,2.361315
-1.0,4,2.364877
0.0,2,2.366554
-1.0,3,2.369005
0.0,3,2.371427
0.0,3,2.373848
-0.360694,3,2.376345
0.0,3,2.378757
-0.411451,4,2.382123
